Criminal Race,City,State,Type of Offence,Type of Location,Bias Motivation,Year,ID
Unknown,San Diego,CA,Burg/B & E,1,Anti-Black or African American,2017,HC769
Unknown,San Diego,CA,Simple asslt,0,Anti-Islamic,2017,HC770
Multi-Racial Group,San Diego,CA,Agg asslt,1,Anti-Black or African American,2017,HC771
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Mormon,2017,HC772
Unknown,San Diego,CA,Destruct/vandalism,1,Anti-Arab,2017,HC773
Unknown,San Diego,CA,Destruct/vandalism,1,Anti-Male Homosexual,2017,HC774
Unknown,San Diego,CA,Destruct/vandalism,1,Anti-Not Hispanic or Latino,2017,HC775
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC776
Unknown,San Diego,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC777
White,San Diego,CA,Agg asslt,1,Anti-Black or African American,2017,HC778
Black or African American,San Diego,CA,Agg asslt,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC779
Unknown,San Diego,CA,Intimidation,0,Anti-Jewish,2017,HC780
Unknown,San Diego,CA,Agg asslt,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC781
Unknown,San Diego,CA,Intimidation,0,Anti-Jewish,2017,HC782
Multi-Racial Group,San Diego,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC783
Unknown,San Diego,CA,Intimidation,0,Anti-Jewish,2017,HC784
Black or African American,San Diego,CA,Agg asslt,0,Anti-Gender Non-Conforming,2017,HC785
White,San Diego,CA,Simple asslt,1,Anti-Asian,2017,HC786
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC787
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC788
Unknown,San Diego,CA,Intimidation,1,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC789
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC790
White,San Diego,CA,Simple asslt,0,Anti-Black or African American,2017,HC791
Unknown,San Diego,CA,Agg asslt,0,Anti-Black or African American,2017,HC792
Unknown,San Diego,CA,Intimidation,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC793
Unknown,San Diego,CA,Intimidation,0,Anti-Jewish,2017,HC794
Unknown,San Diego,CA,Intimidation,0,Anti-Islamic,2017,HC795
White,San Diego,CA,Agg asslt,0,Anti-Arab,2017,HC796
White,San Marcos,CA,Destruct/vandalism,0,Anti-Jehovah's Witness,2017,HC797
White,San Marcos,CA,Intimidation,0,Anti-Black or African American,2017,HC798
Unknown,Vista,CA,Robbery,0,Anti-Black or African American,2017,HC799
White,Vista,CA,Simple asslt,0,Anti-Black or African American,2017,HC800
White,Vista,CA,Intimidation,0,Anti-Male Homosexual,2017,HC801
Unknown,Vista,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC802
Unknown,Vista,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC803
Unknown,Vista,CA,Simple asslt,0,Anti-Black or African American,2017,HC804
Unknown,San Diego,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC805
White,San Diego,CA,Agg asslt,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC806
White,San Diego,CA,Intimidation,0,Anti-Male Homosexual,2017,HC807
Black or African American,Lemon Grove,CA,Robbery,0,Anti-White,2017,HC808
Unknown,Santee,CA,Destruct/vandalism,1,Anti-Native Hawaiian or Other Pacific Islander,2017,HC809
White,San Francisco,CA,Intimidation,1,Anti-Black or African American,2017,HC810
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC811
Multi-Racial Group,San Francisco,CA,Agg asslt,0,Anti-Transgender,2017,HC812
White,San Francisco,CA,Simple asslt,0,Anti-Transgender,2017,HC813
White,San Francisco,CA,Arson,1,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC814
Asian,San Francisco,CA,Simple asslt,0,Anti-Male Homosexual,2017,HC815
White,San Francisco,CA,Agg asslt,0,Anti-Bisexual,2017,HC816
White,San Francisco,CA,Intimidation,0,Anti-Hispanic or Latino,2017,HC817
Black or African American,San Francisco,CA,Simple asslt,0,Anti-Male Homosexual,2017,HC818
Black or African American,San Francisco,CA,Robbery,0,Anti-Hispanic or Latino,2017,HC819
Unknown,San Francisco,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC820
Black or African American,San Francisco,CA,Simple asslt,1,Anti-White,2017,HC821
White,San Francisco,CA,Agg asslt,0,Anti-Asian,2017,HC822
White,San Francisco,CA,Intimidation,0,Anti-Asian,2017,HC823
White,San Francisco,CA,Simple asslt,0,Anti-Asian,2017,HC824
White,San Francisco,CA,Agg asslt,0,Anti-Asian,2017,HC825
White,San Francisco,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC826
Black or African American,San Francisco,CA,Simple asslt,0,Anti-White,2017,HC827
White,San Francisco,CA,Intimidation,0,Anti-Asian,2017,HC828
White,San Francisco,CA,Agg asslt,0,Anti-Transgender,2017,HC829
White,San Francisco,CA,Simple asslt,0,Anti-Black or African American,2017,HC830
White,San Francisco,CA,Intimidation,0,Anti-Male Homosexual,2017,HC831
White,San Francisco,CA,Robbery,0,Anti-Hispanic or Latino,2017,HC832
Unknown,San Francisco,CA,Destruct/vandalism,1,Anti-Jewish,2017,HC833
Unknown,San Francisco,CA,Destruct/vandalism,1,Anti-Male Homosexual,2017,HC834
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC835
White,San Francisco,CA,Intimidation,0,Anti-Islamic,2017,HC836
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Other Religion,2017,HC837
Unknown,San Francisco,CA,Intimidation,0,Anti-Jewish,2017,HC838
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Catholic,2017,HC839
Unknown,San Francisco,CA,Intimidation,0,Anti-Jewish,2017,HC840
White,San Francisco,CA,Intimidation,0,Anti-Male Homosexual,2017,HC841
Black or African American,Oakland,CA,Agg asslt,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC842
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC843
Unknown,San Francisco,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC844
Unknown,Lodi,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC845
Unknown,Manteca,CA,Intimidation,0,Anti-Islamic,2017,HC846
White,Manteca,CA,Intimidation,0,Anti-Black or African American,2017,HC847
White,Manteca,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC848
Unknown,Manteca,CA,Destruct/vandalism,1,Anti-Hispanic or Latino,2017,HC849
Black or African American,Stockton,CA,Agg asslt,1,Anti-Male Homosexual,2017,HC850
Unknown,Stockton,CA,Destruct/vandalism,1,Anti-Asian,2017,HC851
Unknown,Stockton,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC852
White,Stockton,CA,Simple asslt,1,Anti-Black or African American,2017,HC853
Multi-Racial Group,Stockton,CA,Intimidation,0,Anti-Jewish,2017,HC854
Unknown,Stockton,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC855
Unknown,San Luis Obispo,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC856
Unknown,San Luis Obispo,CA,Destruct/vandalism,1,Anti-Multi-Racial,2017,HC857
Unknown,San Luis Obispo,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC858
Unknown,San Luis Obispo,CA,Arson,1,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC859
Unknown,San Luis Obispo,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC860
White,San Luis Obispo,CA,Simple asslt,0,Anti-Black or African American,2017,HC861
White,San Luis Obispo,CA,Intimidation,0,Anti-Black or African American,2017,HC862
Unknown,San Luis Obispo,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC863
Multi-Racial Group,San Luis Obispo,CA,Agg asslt,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC864
White,Redwood City,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC865
White,Belmont,CA,Intimidation,0,Anti-Jewish,2017,HC866
White,Colma,CA,Intimidation,0,Anti-Male Homosexual,2017,HC867
White,Daly City,CA,Robbery,1,Anti-Male Homosexual,2017,HC868
Unknown,Pacifica,CA,Simple asslt,0,Anti-Bisexual,2017,HC869
Multi-Racial Group,Pacifica,CA,Intimidation,0,Anti-White,2017,HC870
Unknown,Redwood City,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC871
White,Redwood City,CA,Intimidation,0,Anti-Hispanic or Latino,2017,HC872
White,San Mateo,CA,Agg asslt,1,Anti-Hispanic or Latino,2017,HC873
White,San Mateo,CA,Intimidation,1,Anti-Black or African American,2017,HC874
White,South San Francisco,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC875
Multi-Racial Group,South San Francisco,CA,Robbery,0,Anti-Male Homosexual,2017,HC876
Unknown,Foster City,CA,Intimidation,0,Anti-Jewish,2017,HC877
Unknown,East Palo Alto,CA,Destruct/vandalism,0,Anti-Catholic,2017,HC878
Multi-Racial Group,Santa Barbara,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC879
Black or African American,Santa Barbara,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC880
Unknown,Santa Barbara,CA,Intimidation,0,Anti-Not Hispanic or Latino,2017,HC881
Unknown,Santa Barbara,CA,Intimidation,1,Anti-Black or African American,2017,HC882
White,Santa Barbara,CA,Intimidation,0,Anti-Not Hispanic or Latino,2017,HC883
Unknown,Santa Barbara,CA,Destruct/vandalism,0,Anti-Not Hispanic or Latino,2017,HC884
Unknown,Santa Barbara,CA,Destruct/vandalism,0,Anti-Not Hispanic or Latino,2017,HC885
Multi-Racial Group,San Jose,CA,Agg asslt,1,Anti-Transgender,2017,HC886
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Multi-Racial,2017,HC887
Unknown,San Jose,CA,Robbery,0,Anti-Transgender,2017,HC888
Unknown,Los Gatos,CA,Intimidation,0,Anti-Jewish,2017,HC889
Unknown,Palo Alto,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC890
Unknown,Palo Alto,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC891
Unknown,Palo Alto,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC892
White,Palo Alto,CA,Intimidation,0,Anti-Hispanic or Latino,2017,HC893
Unknown,Palo Alto,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC894
Unknown,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC895
White,San Jose,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC896
Unknown,San Jose,CA,Destruct/vandalism,1,Anti-Jewish,2017,HC897
Black or African American,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC898
White,San Jose,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC899
White,San Jose,CA,Destruct/vandalism,0,Anti-Male Homosexual,2017,HC900
Native Hawaiian or other Pacific Islander,San Jose,CA,Simple asslt,0,Anti-White,2017,HC901
White,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC902
White,San Jose,CA,Simple asslt,0,Anti-Female Homosexual,2017,HC903
Multi-Racial Group,San Jose,CA,Simple asslt,0,Anti-Male Homosexual,2017,HC904
White,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC905
White,San Jose,CA,Simple asslt,0,Anti-Not Hispanic or Latino,2017,HC906
White,San Jose,CA,Simple asslt,0,Anti-Transgender,2017,HC907
White,San Jose,CA,Agg asslt,1,Anti-Black or African American,2017,HC908
Unknown,San Jose,CA,Simple asslt,0,Anti-Jewish,2017,HC909
White,San Jose,CA,Agg asslt,0,Anti-Black or African American,2017,HC910
White,San Jose,CA,Agg asslt,0,Anti-Not Hispanic or Latino,2017,HC911
White,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC912
Black or African American,San Jose,CA,Agg asslt,0,Anti-Arab,2017,HC913
White,San Jose,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC914
White,San Jose,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC915
Unknown,San Jose,CA,Robbery,0,Anti-Hispanic or Latino,2017,HC916
White,San Jose,CA,Simple asslt,1,Anti-White,2017,HC917
Black or African American,San Jose,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC918
Unknown,San Jose,CA,Simple asslt,0,Anti-Islamic,2017,HC919
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC920
Unknown,San Jose,CA,Destruct/vandalism,1,Anti-Jewish,2017,HC921
White,San Jose,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC922
Black or African American,San Jose,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC923
White,San Jose,CA,Destruct/vandalism,1,Anti-Islamic,2017,HC924
White,San Jose,CA,Simple asslt,1,Anti-Black or African American,2017,HC925
White,San Jose,CA,Simple asslt,0,Anti-Black or African American,2017,HC926
White,San Jose,CA,Simple asslt,0,Anti-Islamic,2017,HC927
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC928
Black or African American,San Jose,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC929
White,San Jose,CA,Intimidation,0,Anti-Hindu,2017,HC930
White,San Jose,CA,Destruct/vandalism,0,Anti-Asian,2017,HC931
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Male Homosexual,2017,HC932
Unknown,San Jose,CA,Destruct/vandalism,1,Anti-Jewish,2017,HC933
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC934
Unknown,San Jose,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC935
Multi-Racial Group,San Jose,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC936
White,San Jose,CA,Simple asslt,1,Anti-Black or African American,2017,HC937
Unknown,Santa Clara,CA,Arson,1,Anti-White,2017,HC938
Black or African American,Sunnyvale,CA,Simple asslt,0,Anti-Asian,2017,HC939
Unknown,Sunnyvale,CA,Destruct/vandalism,0,Anti-Transgender,2017,HC940
White,Santa Cruz,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC941
White,Santa Cruz,CA,Intimidation,0,Anti-Black or African American,2017,HC942
White,Capitola,CA,Simple asslt,0,Anti-Black or African American,2017,HC943
White,Santa Cruz,CA,Simple asslt,0,Anti-Asian,2017,HC944
White,Santa Cruz,CA,Intimidation,1,Anti-Arab,2017,HC945
Multi-Racial Group,Santa Cruz,CA,Intimidation,0,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC946
White,Santa Cruz,CA,Intimidation,0,Anti-Asian,2017,HC947
White,Santa Cruz,CA,Intimidation,0,Anti-Black or African American,2017,HC948
White,Santa Cruz,CA,Simple asslt,0,Anti-Other Religion,2017,HC949
White,Santa Cruz,CA,Intimidation,0,Anti-Black or African American,2017,HC950
White,Redding,CA,Simple asslt,0,Anti-Black or African American,2017,HC951
American Indian/Alaska Native,Redding,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC952
White,Redding,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC953
White,Redding,CA,Intimidation,0,Anti-Black or African American,2017,HC954
White,Redding,CA,Agg asslt,0,Anti-Black or African American,2017,HC955
White,Redding,CA,Simple asslt,1,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2017,HC956
Unknown,Redding,CA,Burg/B & E,1,Anti-Male Homosexual,2017,HC957
White,Redding,CA,Robbery,1,Anti-Hispanic or Latino,2017,HC958
American Indian/Alaska Native,Redding,CA,Simple asslt,0,Anti-Black or African American,2017,HC959
White,Redding,CA,Agg asslt,1,Anti-Black or African American,2017,HC960
White,Redding,CA,Intimidation,0,Anti-Asian,2017,HC961
White,Redding,CA,Intimidation,1,Anti-Black or African American,2017,HC962
White,Redding,CA,Robbery,1,Anti-Male Homosexual,2017,HC963
White,Redding,CA,Robbery,0,Anti-Male Homosexual,2017,HC964
White,Redding,CA,Agg asslt,1,Anti-Black or African American,2017,HC965
Unknown,Fairfield,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC966
Unknown,Benicia,CA,Burg/B & E,1,Anti-Black or African American,2017,HC967
White,Fairfield,CA,Agg asslt,1,Anti-Black or African American,2017,HC968
Unknown,Fairfield,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC969
White,Fairfield,CA,Intimidation,0,Anti-Black or African American,2017,HC970
Unknown,Vacaville,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC971
Unknown,Vacaville,CA,Arson,0,Anti-Not Hispanic or Latino,2017,HC972
Unknown,Vacaville,CA,Destruct/vandalism,0,Anti-Other Religion,2017,HC973
Unknown,Vacaville,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC974
Unknown,Santa Rosa,CA,Simple asslt,0,Anti-Multi-Racial,2017,HC975
White,Santa Rosa,CA,Intimidation,0,Anti-Black or African American,2017,HC976
White,Santa Rosa,CA,Simple asslt,0,Anti-Male Homosexual,2017,HC977
White,Santa Rosa,CA,Intimidation,0,Anti-Black or African American,2017,HC978
White,Santa Rosa,CA,Intimidation,0,Anti-Hispanic or Latino,2017,HC979
White,Santa Rosa,CA,Intimidation,0,Anti-Male Homosexual,2017,HC980
Unknown,Santa Rosa,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC981
White,Petaluma,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC982
Unknown,Petaluma,CA,Intimidation,1,Anti-Black or African American,2017,HC983
White,Petaluma,CA,Agg asslt,0,Anti-Male Homosexual,2017,HC984
White,Petaluma,CA,Simple asslt,1,Anti-Male Homosexual,2017,HC985
Unknown,Petaluma,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC986
White,Petaluma,CA,Intimidation,0,Anti-Hispanic or Latino,2017,HC987
White,Windsor,CA,Intimidation,0,Anti-Male Homosexual,2017,HC988
White,Modesto,CA,Agg asslt,0,Anti-Not Hispanic or Latino,2017,HC989
White,Modesto,CA,Intimidation,1,Anti-Black or African American,2017,HC990
White,Modesto,CA,Intimidation,0,Anti-Female Homosexual,2017,HC991
Multi-Racial Group,Modesto,CA,Robbery,0,Anti-Islamic,2017,HC992
Unknown,Modesto,CA,Intimidation,0,Anti-Multi-Racial,2017,HC993
White,Modesto,CA,Destruct/vandalism,0,Anti-Hispanic or Latino,2017,HC994
Unknown,Modesto,CA,Intimidation,1,Anti-Black or African American,2017,HC995
White,Modesto,CA,Simple asslt,0,Anti-Male Homosexual,2017,HC996
Unknown,Modesto,CA,Destruct/vandalism,0,Anti-Multi-Racial,2017,HC997
Multi-Racial Group,Modesto,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC998
Unknown,Turlock,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC999
Unknown,Turlock,CA,Destruct/vandalism,1,Anti-White,2017,HC1000
Unknown,Yuba City,CA,Destruct/vandalism,0,Anti-Other Christian,2017,HC1001
Unknown,Corning,CA,Arson,1,Anti-Black or African American,2017,HC1002
White,Red Bluff,CA,Simple asslt,0,Anti-Female Homosexual,2017,HC1003
White,Visalia,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC1004
Unknown,Ventura,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC1005
White,Ventura,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC1006
Unknown,Ventura,CA,Agg asslt,0,Anti-White,2017,HC1007
Unknown,Ventura,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC1008
Unknown,Oxnard,CA,Destruct/vandalism,0,Anti-Jewish,2017,HC1009
Unknown,Oxnard,CA,Intimidation,0,Anti-Male Homosexual,2017,HC1010
Unknown,Oxnard,CA,Destruct/vandalism,1,Anti-Islamic,2017,HC1011
Multi-Racial Group,Oxnard,CA,Destruct/vandalism,0,Anti-Catholic,2017,HC1012
Unknown,Oxnard,CA,Destruct/vandalism,0,Anti-Multi-Religious,2017,HC1013
Unknown,Oxnard,CA,Destruct/vandalism,0,Anti-Black or African American,2017,HC1014
Multi-Racial Group,Oxnard,CA,Intimidation,1,Anti-Black or African American,2017,HC1015
White,Ventura,CA,Simple asslt,0,Anti-Jewish,2017,HC1016
White,Ventura,CA,Agg asslt,0,Anti-Hispanic or Latino,2017,HC1017
White,Ventura,CA,Intimidation,0,Anti-Black or African American,2017,HC1018
White,Ventura,CA,Simple asslt,0,Anti-Hispanic or Latino,2017,HC1019
Multi-Racial Group,Ventura,CA,Simple asslt,0,Anti-White,2017,HC1020
Unknown,Simi Valley,CA,Simple asslt,1,Anti-Male Homosexual,2017,HC1021
Unknown,Simi Valley,CA,Destruct/vandalism,1,Anti-Jewish,2017,HC1022
White,Simi Valley,CA,Intimidation,0,Anti-Islamic,2017,HC1023
Unknown,Moorpark,CA,Destruct/vandalism,0,Anti-Multi-Racial,2017,HC1024
Multi-Racial Group,Davis,CA,Simple asslt,0,Anti-Black or African American,2017,HC1025
White,Davis,CA,Destruct/vandalism,0,Anti-Islamic,2017,HC1026
White,Davis,CA,Intimidation,0,Anti-Asian,2017,HC1027
White,Davis,CA,Intimidation,0,Anti-Multi-Racial,2017,HC1028
Unknown,Davis,CA,Destruct/vandalism,1,Anti-Islamic,2017,HC1029
Unknown,Davis,CA,Destruct/vandalism,1,Anti-Islamic,2017,HC1030
Unknown,Davis,CA,All other larceny,1,Anti-Not Hispanic or Latino,2017,HC1031
Unknown,Marysville,CA,Destruct/vandalism,0,Anti-American Indian or Alaska Native,2017,HC1032
White,Marysville,CA,Simple asslt,1,Anti-Multi-Racial,2017,HC1033
White,Marysville,CA,Intimidation,1,Anti-Hispanic or Latino,2017,HC1034
White,Marysville,CA,Simple asslt,0,Anti-American Indian or Alaska Native,2017,HC1035
Unknown,Marysville,CA,Destruct/vandalism,1,Anti-Black or African American,2017,HC1036
White,Marysville,CA,Intimidation,0,Anti-Not Hispanic or Latino,2017,HC1037
White,Marysville,CA,Robbery,0,Anti-Black or African American,2017,HC1038
